Especie	Nombre_comun	HabitatVerbatim	CosteTotalUSD_2017_tipo_cambio	CosteAnualUSD_2017_tipo_cambio	Impacted_sector	Type_of_cost	Type_of_cost_merged	Management_type	Reference_title	Authors	Abstract
Solenopsis invicta	Hormiga de fuego importada roja		100541.24	100541.24	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		102383.73	102383.73	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		7668088.19	7668088.19	Forestry	Control	Management	Post-invasion_management	Hormiga de fuego importada roja in australia: what if we lose the war?	Wylie F Ross & Janssen-May Sharon	
Solenopsis invicta	Hormiga de fuego importada roja	Highway	1500.83	1500.83	Public and social welfare	Damage repair	Damage	NA	Hormiga de fuego importada roja in australia: what if we lose the war?	Wylie F Ross & Janssen-May Sharon	
Solenopsis invicta	Hormiga de fuego importada roja	Highway	5242351.15	5242351.15	Public and social welfare	Damage repair	Damage	NA	Hormiga de fuego importada roja in australia: what if we lose the war?	Wylie F Ross & Janssen-May Sharon	
Solenopsis invicta	Hormiga de fuego importada roja		389344207.99	389344207.99	Public and social welfare	Damage repair	Damage	NA	Hormiga de fuego importada roja in australia: what if we lose the war?	Wylie F Ross & Janssen-May Sharon	
Solenopsis invicta	Hormiga de fuego importada roja	Road	178905.80	178905.80	Public and social welfare	Damage repair	Damage	NA	Agricultural and Medical Impact of the Imported Fire Ants	Adams CT. In Fire Ants and Leaf-Cutting Ants. Biology and Management. 	
Solenopsis invicta	Hormiga de fuego importada roja	Corn, peanut and bean crops			Agriculture	Damage-loss	Damage	NA	Agricultural and Medical Impact of the Imported Fire Ants	Adams CT. In Fire Ants and Leaf-Cutting Ants. Biology and Management. 	
Solenopsis invicta	Hormiga de fuego importada roja	Agriculture	122.01	122.01	Agriculture	Damage-Loss	Damage	NA	Prevalence and management of Solenopsis invicta in China	Wang et al	Hormiga de fuego importada roja, Solenopsis invicta, was first found in Taiwan province of China in 2003. To prevent transboundary expansion, the Chinese government has formulated various control strategies in the last 15 years to slow down the spread of S. invicta. Despite all efforts, S. invicta invasion has reached more than 390 counties of 13 provinces and two special administrative regions in China; at present, S. invicta remains at the stage of rapid expansion. The transnational entry of S. invicta is linked to imported logs and wastepaper coming mostly from the United States. In domestic settings, long-distance expansion of S. invicta relied on potted plant and turf transportation. Both monogyne and polygyne social forms of S. invicta were present in China with polygyne colonies as the dominant one. Data on population and breeding dynamics of S. invicta reveal the presence of two peaks annually with nuptial flights occurring throughout the year. Arthropods, plant seeds, and honeydew are important food sources of S. invicta, thereby causing negative impacts on the abundance, diversity, and richness of native arthropod communi- ties. Fire ants are threats not only to agriculture and power facilities, but also to human health, with more than 30% of people having suffered from the sting and 10% having experienced an allergic reaction. To address the expansion of S. invicta, the National Fire Ant Detection and Management Union was estab- lished and the formulation and implementation of management policies were drawn. Plant quarantine be- comes an essential step in fire ant management, whereas the two-step method of combing toxic baits and contact dust emerges as the forefront method crucial in managing S. invicta. The experience and lessons learned from fire ant management in China could benefit other countries when facing similar challenges.
Solenopsis invicta	Hormiga de fuego importada roja	Agriculture	451.63	451.63	Agriculture	Damage-Loss	Damage	NA	Prevalence and management of Solenopsis invicta in China	Wang et al	Hormiga de fuego importada roja, Solenopsis invicta, was first found in Taiwan province of China in 2003. To prevent transboundary expansion, the Chinese government has formulated various control strategies in the last 15 years to slow down the spread of S. invicta. Despite all efforts, S. invicta invasion has reached more than 390 counties of 13 provinces and two special administrative regions in China; at present, S. invicta remains at the stage of rapid expansion. The transnational entry of S. invicta is linked to imported logs and wastepaper coming mostly from the United States. In domestic settings, long-distance expansion of S. invicta relied on potted plant and turf transportation. Both monogyne and polygyne social forms of S. invicta were present in China with polygyne colonies as the dominant one. Data on population and breeding dynamics of S. invicta reveal the presence of two peaks annually with nuptial flights occurring throughout the year. Arthropods, plant seeds, and honeydew are important food sources of S. invicta, thereby causing negative impacts on the abundance, diversity, and richness of native arthropod communi- ties. Fire ants are threats not only to agriculture and power facilities, but also to human health, with more than 30% of people having suffered from the sting and 10% having experienced an allergic reaction. To address the expansion of S. invicta, the National Fire Ant Detection and Management Union was estab- lished and the formulation and implementation of management policies were drawn. Plant quarantine be- comes an essential step in fire ant management, whereas the two-step method of combing toxic baits and contact dust emerges as the forefront method crucial in managing S. invicta. The experience and lessons learned from fire ant management in China could benefit other countries when facing similar challenges.
Solenopsis invicta	Hormiga de fuego importada roja	Greenbelts, farmland, and parks	13.73	13.73	Health/Public and social welfare	Medical/Personal loss	Damage	NA	Prevalence and management of Solenopsis invicta in China	Wang et al	Hormiga de fuego importada roja, Solenopsis invicta, was first found in Taiwan province of China in 2003. To prevent transboundary expansion, the Chinese government has formulated various control strategies in the last 15 years to slow down the spread of S. invicta. Despite all efforts, S. invicta invasion has reached more than 390 counties of 13 provinces and two special administrative regions in China; at present, S. invicta remains at the stage of rapid expansion. The transnational entry of S. invicta is linked to imported logs and wastepaper coming mostly from the United States. In domestic settings, long-distance expansion of S. invicta relied on potted plant and turf transportation. Both monogyne and polygyne social forms of S. invicta were present in China with polygyne colonies as the dominant one. Data on population and breeding dynamics of S. invicta reveal the presence of two peaks annually with nuptial flights occurring throughout the year. Arthropods, plant seeds, and honeydew are important food sources of S. invicta, thereby causing negative impacts on the abundance, diversity, and richness of native arthropod communi- ties. Fire ants are threats not only to agriculture and power facilities, but also to human health, with more than 30% of people having suffered from the sting and 10% having experienced an allergic reaction. To address the expansion of S. invicta, the National Fire Ant Detection and Management Union was estab- lished and the formulation and implementation of management policies were drawn. Plant quarantine be- comes an essential step in fire ant management, whereas the two-step method of combing toxic baits and contact dust emerges as the forefront method crucial in managing S. invicta. The experience and lessons learned from fire ant management in China could benefit other countries when facing similar challenges.
